"","root","type","domain","rank_I","rank_II","rank_III","rank_IV","rank_V","rank_VI","rank_VII","rank_VIII","rank_IX","rank_X","rank_XI"
"ASV1020","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Litostomatea","Pleurostomatida","Pleurostomatida_unclassified","Pleurostomatida_unclassified","Pleurostomatida_unclassified","Pleurostomatida_unclassified","Pleurostomatida_unclassified","Pleurostomatida_unclassified"
"ASV1022","root","Main genome","Eukaryota","SAR","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified"
"ASV1023","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Endomyxa-Phytomyxea","Phagomyxida","Phagomyxida_unclassified","Phagomyxida_unclassified","Phagomyxida_unclassified","Phagomyxida_unclassified","Phagomyxida_unclassified","Phagomyxida_unclassified"
"ASV1024","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified"
"ASV1025","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Polar-centric-Mediophyceae","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified"
"ASV1026","root","Main genome","Eukaryota","SAR","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Cephaloidophoridae","Cephaloidophoridae_unclassified","Cephaloidophoridae_unclassified","Cephaloidophoridae_unclassified","Cephaloidophoridae_unclassified","Cephaloidophoridae_unclassified"
"ASV1028","root","Main genome","Eukaryota","Amorphea","Metazoa","Nematoda","Enoplea","Enoplida","Oncholaimidae","Viscosia","Viscosia_unclassified","Viscosia_unclassified","Viscosia_unclassified","Viscosia_unclassified"
"ASV1029","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ventricleftida","Ventricleftida X","Ventricleftida XX","Ventricleftida XX sp.","Ventricleftida XX sp._unclassified","Ventricleftida XX sp._unclassified","Ventricleftida XX sp._unclassified"
"ASV1030","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified"
"ASV1031","root","Main genome","Eukaryota","Hacrobia","Telonemia","Telonemia X","Telonemia XX","Telonemia-Group-1","Telonemia-Group-1_unclassified","Telonemia-Group-1_unclassified","Telonemia-Group-1_unclassified","Telonemia-Group-1_unclassified","Telonemia-Group-1_unclassified","Telonemia-Group-1_unclassified"
"ASV1032","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified"
"ASV1034","root","Main genome","Eukaryota","SAR","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified"
"ASV1035","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Araphid-pennate","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified"
"ASV1036","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Nitzschia order incertae sedis","Nitzschia family incertae sedis","Nitzschia","Nitzschia microcephala","Nitzschia microcephala_unclassified","Nitzschia microcephala_unclassified","Nitzschia microcephala_unclassified"
"ASV1038","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage X","Protaspa-lineage X sp.","Protaspa-lineage X sp._unclassified","Protaspa-lineage X sp._unclassified","Protaspa-lineage X sp._unclassified"
"ASV1039","root","Main genome","Eukaryota","SAR","Stramenopiles","Pseudofungi","Oomycota","Oomycota XX","Oomycota XXX","Oomycota XXX_unclassified","Oomycota XXX_unclassified","Oomycota XXX_unclassified","Oomycota XXX_unclassified","Oomycota XXX_unclassified"
"ASV1040","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Araphid-pennate","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified"
"ASV1041","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV1042","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV1043","root","Main genome","Eukaryota","Hacrobia","Haptophyta kingdom incertae sedis","Haptophyta","Prymnesiophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis sp.","Phaeocystis sp._unclassified","Phaeocystis sp._unclassified","Phaeocystis sp._unclassified"
"ASV1044","root","Main genome","Eukaryota","Excavata","Discoba","Diplonemea","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified"
"ASV1045","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Mamiella","Mamiella gilva","Mamiella gilva_unclassified","Mamiella gilva_unclassified","Mamiella gilva_unclassified"
"ASV1046","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Polar-centric-Mediophyceae","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified"
"ASV1047","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Amphora","Amphora_unclassified","Amphora_unclassified","Amphora_unclassified","Amphora_unclassified","Amphora_unclassified","Amphora_unclassified"
"ASV1048","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV1050","root","Main genome","Eukaryota","Amorphea","Metazoa","Nematoda","Enoplea","Enoplida","Oxystominidae","Halalaimus","Halalaimus_unclassified","Halalaimus_unclassified","Halalaimus_unclassified","Halalaimus_unclassified"
"ASV1051","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Mamiellaceae_unclassified","Mamiellaceae_unclassified","Mamiellaceae_unclassified","Mamiellaceae_unclassified","Mamiellaceae_unclassified"
"ASV1052","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified"
"ASV1053","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified"
"ASV1054","root","Main genome","Eukaryota","Amorphea","Metazoa","Mollusca","Bivalvia","Ostreoida","Ostreidae","Crassostrea","Crassostrea_unclassified","Crassostrea_unclassified","Crassostrea_unclassified","Crassostrea_unclassified"
"ASV1055","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Heterotrichea","Stentoridae order incertae sedis","Stentoridae","Stentor","Stentor muelleri","Stentor muelleri_unclassified","Stentor muelleri_unclassified","Stentor muelleri_unclassified"
"ASV1056","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Radial-centric-basal-Coscinodiscophyceae","Melosira","Melosira_unclassified","Melosira_unclassified","Melosira_unclassified","Melosira_unclassified","Melosira_unclassified"
"ASV1057","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified"
"ASV1058","root","Main genome","Eukaryota","Amorphea","Metazoa","Nematoda","Chromadorea","Chromadorea_unclassified","Chromadorea_unclassified","Chromadorea_unclassified","Chromadorea_unclassified","Chromadorea_unclassified","Chromadorea_unclassified","Chromadorea_unclassified"
"ASV1059","root","Main genome","Eukaryota","SAR","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales order incertae sedis","Thraustochytriales","Thraustochytriaceae","Thraustochytriaceae_unclassified","Thraustochytriaceae_unclassified","Thraustochytriaceae_unclassified","Thraustochytriaceae_unclassified"
"ASV1061","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Raphid-pennate X","Raphid-pennate X sp.","Raphid-pennate X sp._unclassified","Raphid-pennate X sp._unclassified","Raphid-pennate X sp._unclassified","Raphid-pennate X sp._unclassified","Raphid-pennate X sp._unclassified"
"ASV1062","root","Main genome","Eukaryota","Amorphea","Metazoa","Nematoda","Chromadorea","Monhysterida","Monhysterida_unclassified","Monhysterida_unclassified","Monhysterida_unclassified","Monhysterida_unclassified","Monhysterida_unclassified","Monhysterida_unclassified"
"ASV1063","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified"
"ASV1064","root","Main genome","Eukaryota","SAR","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Eugregarinorida_unclassified","Eugregarinorida_unclassified","Eugregarinorida_unclassified","Eugregarinorida_unclassified","Eugregarinorida_unclassified","Eugregarinorida_unclassified"
"ASV1065","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified"
"ASV1066","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Spirotrichea","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified"
"ASV1067","root","Main genome","Eukaryota","Amorphea","Amoebozoa","Breviatea phylum incertae sedis","Breviatea","Breviatea X","Breviatea XX","Breviatea XXX","Breviatea XXX_unclassified","Breviatea XXX_unclassified","Breviatea XXX_unclassified","Breviatea XXX_unclassified"
"ASV1068","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage X","Protaspa-lineage X_unclassified","Protaspa-lineage X_unclassified","Protaspa-lineage X_unclassified","Protaspa-lineage X_unclassified"
"ASV1069","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Ulvophyceae","Ulvales-relatives","Ulvales-relatives X","Halochlorococcum","Halochlorococcum_unclassified","Halochlorococcum_unclassified","Halochlorococcum_unclassified","Halochlorococcum_unclassified"
"ASV1070","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Euglyphida","Cyphoderiidae","Cyphoderia","Cyphoderia_unclassified","Cyphoderia_unclassified","Cyphoderia_unclassified","Cyphoderia_unclassified"
"ASV1071","root","Main genome","Eukaryota","SAR","Stramenopiles","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified"
"ASV1073","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified"
"ASV1074","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Euglyphida","Cyphoderiidae","Cyphoderia","Cyphoderia_unclassified","Cyphoderia_unclassified","Cyphoderia_unclassified","Cyphoderia_unclassified"
"ASV1075","root","Main genome","Eukaryota","Amorphea","Metazoa","Mollusca","Bivalvia","Mytiloida","Mytilidae","Mytilidae_unclassified","Mytilidae_unclassified","Mytilidae_unclassified","Mytilidae_unclassified","Mytilidae_unclassified"
"ASV1077","root","Main genome","Eukaryota","Amorphea","Aphelida","Aphelida_unclassified","Aphelida_unclassified","Aphelida_unclassified","Aphelida_unclassified","Aphelida_unclassified","Aphelida_unclassified","Aphelida_unclassified","Aphelida_unclassified","Aphelida_unclassified"
"ASV1078","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified"
"ASV1079","root","Main genome","Eukaryota","SAR","Stramenopiles","Opalozoa","MAST-3","MAST-3J","MAST-3J X","MAST-3J XX","MAST-3J XX sp.","MAST-3J XX sp._unclassified","MAST-3J XX sp._unclassified","MAST-3J XX sp._unclassified"
"ASV1083","root","Main genome","Eukaryota","Amorphea","Mesomycetozoa","Ichthyosporea","Ichthyosphonida","Abeoformidae Group MAIP 2","Abeoformidae Group MAIP 2 X","Abeoformidae Group MAIP 2 X sp.","Abeoformidae Group MAIP 2 X sp._unclassified","Abeoformidae Group MAIP 2 X sp._unclassified","Abeoformidae Group MAIP 2 X sp._unclassified","Abeoformidae Group MAIP 2 X sp._unclassified"
"ASV1084","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Chlorophyceae","Chaetopeltidales","Chaetopeltidales X","Chaetopeltidales X_unclassified","Chaetopeltidales X_unclassified","Chaetopeltidales X_unclassified","Chaetopeltidales X_unclassified","Chaetopeltidales X_unclassified"
"ASV1085","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified"
"ASV1086","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Araphid-pennate","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified"
"ASV1087","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified"
"ASV1088","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Spirotrichea","Oxytrichidae","Hemigastrostyla family incertae sedis","Hemigastrostyla","Hemigastrostyla enigmatica","Hemigastrostyla enigmatica_unclassified","Hemigastrostyla enigmatica_unclassified","Hemigastrostyla enigmatica_unclassified"
"ASV1089","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Araphid-pennate","Tabularia","Tabularia_unclassified","Tabularia_unclassified","Tabularia_unclassified","Tabularia_unclassified","Tabularia_unclassified"
"ASV1090","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ventricleftida","CCW10-lineage","CCW10-lineage_unclassified","CCW10-lineage_unclassified","CCW10-lineage_unclassified","CCW10-lineage_unclassified","CCW10-lineage_unclassified"
